排名,剧名,播放量,订阅数,宣发策略,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
41,重生之将门毒后 第二季,42769682,387387,D2,83,26,50925,34320,67.39%,8.86%,破亿福利·白噪音·花灯,52293
42,一颗苹果,14113516,167107,C,82,35,13871,6155,44.37%,3.68%,完结FT · 谢谢光临,90818
43,我喜欢你的信息素 第二季,77051066,851995,D2,43,26,59047,49802,84.34%,5.85%,国风版·星衍,58218
44,清白之年,574117,15234,D2,23,3,1408,351,24.93%,2.30%,花絮02,94838
45,吞海 第二季,33186081,276290,D2,56,19,26516,24717,93.22%,8.95%,新年祝福,67085
46,某某 第二季,66875146,835498,D2,67,39,68648,51380,74.85%,6.15%,破亿纪念·《正年少》,58220
47,吞海 第三季（上）,22980376,221350,D2,38,16,18955,17773,93.76%,8.03%,OST·04 此地埋名,73221
48,伪装学渣 第一季,103775315,1955510,D2,30,17,80084,47026,58.72%,2.40%,千万福利·“叫妈妈”,58262
49,传闻,96497,7740,D2,8,0,345,0,0.00%,0.00%,✧主役采访 · 上期,95625
50,我在无限游戏里封神 第二季（上）,20953237,335678,D2,42,11,34488,29868,86.60%,8.90%,花絮06,71605
