排名,剧名,播放量,订阅数,宣发策略,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
23,魔道祖师 第一季,260700216,2287400,D2,39,22,97101,64605,66.53%,2.82%,主创FT<下>,15861
24,我在无限游戏里封神 第三季,24438814,221870,D2,91,21,30537,22785,74.61%,10.27%,破亿纪念单曲·神明所遗落的,81851
25,江医生 第一季,17318429,239315,D2,49,27,23274,14263,61.28%,5.96%,千万播放福利第四弹·小剧场·猫,81852
26,魔道祖师 第二季,171882633,1423955,D2,41,37,88908,81650,91.84%,5.73%,主役FT（下）,19059
27,台风眼 第二季,30079939,164427,D2,50,32,14403,13335,92.58%,8.11%,完结 FT,68664
28,全职高手广播剧第四季 上,23315,3184,D2,2,0,157,0,0.00%,0.00%,正式预告,96092
29,炽火难熄 全一季,417173,21285,D2,17,5,1622,732,45.13%,3.44%,第七集 · 喜不喜欢？,94917
30,台风眼 第一季,36152462,310880,D2,53,20,22330,13950,62.47%,4.49%,千万福利·富士山在等一片云,52404
31,江医生 第二季,8633636,123848,D2,44,36,13903,12944,93.10%,10.45%,主役版·绝对,85256
32,某某 第一季,99007689,1728495,D2,43,28,76958,45049,58.54%,2.61%,伴奏|《梧桐说》,58219
33,我喜欢你的信息素 第一季,101167643,1522682,D2,48,21,72087,44677,61.98%,2.93%,四千万福利,58217
34,吞海 第一季,52514653,538804,D2,54,17,45878,28919,63.03%,5.37%,原创配乐·破晓,29187
35,我在无限游戏里封神 第一季,75182862,1005631,D2,64,14,77835,43605,56.02%,4.34%,线下漫展VLOG,52347
36,降水概率百分百,2167655,30744,D2,45,18,3075,1808,58.80%,5.88%,完结彩蛋 ♡ 晴天娃娃,93005
37,将进酒 第一季,106903310,1449584,D2,59,16,78404,53365,68.06%,3.68%,完结FT,25944
38,你的距离,91304132,940854,D2,70,27,78831,56570,71.76%,6.01%,完结FT·主创版,31552
39,我在无限游戏里封神 第二季（下）,21434335,258651,D2,55,14,28381,24260,85.48%,9.38%,花絮06,76557
40,娑婆,2007106,38964,D2,32,21,3857,1246,32.30%,3.20%,第十八集,93178
41,我喜欢你的信息素 第二季,77040987,851927,D2,43,26,59047,49802,84.34%,5.85%,国风版·星衍,58218
42,一颗苹果,14105969,167001,C,82,35,13862,6151,44.37%,3.68%,完结FT · 谢谢光临,90818
43,重生之将门毒后 第二季,42755739,387318,D2,83,26,50919,34317,67.40%,8.86%,破亿福利·白噪音·花灯,52293
44,清白之年,570411,15211,D2,23,3,1401,349,24.91%,2.29%,花絮02,94838
45,吞海 第二季,33175118,276233,D2,56,19,26509,24710,93.21%,8.95%,新年祝福,67085
46,某某 第二季,66868595,835451,D2,67,39,68652,51380,74.84%,6.15%,破亿纪念·《正年少》,58220
47,难言之欲,284394,11149,D2,11,4,870,447,51.38%,4.01%,E5,94857
48,吞海 第三季（上）,22973078,221290,D2,38,16,18951,17769,93.76%,8.03%,OST·04 此地埋名,73221
49,我在无限游戏里封神 第二季（上）,20945667,335610,D2,42,11,34485,29865,86.60%,8.90%,花絮06,71605
50,伪装学渣 第一季,103767180,1955396,D2,30,17,80087,47031,58.72%,2.41%,千万福利·“叫妈妈”,58262
