排名,剧名,播放量,订阅数,总集数,付费集数,宣发策略,最新更新,剧集ID
33,偷偷藏不住,203397466,2420348,89,54,D2,2亿福利·双人电话语音,34632
34,洄天 第一季,28452733,248175,65,14,D2,完结语音 · 高能量S级监护人的一天,86815
35,见春天,13523622,235673,54,8,D2,魏清越书信·02,80533
36,藏南晚星,20191742,209355,81,44,D2,✧2000万福利·番外·美梦,85110
37,娘娘腔,38746506,726102,31,0,B,主役听剧Reaction,46640
38,一颗苹果,14067603,166538,82,35,C,完结FT · 谢谢光临,90818
39,不想了,9948479,115409,93,66,D2,500W福利·主役版主题曲《同谋》,70445
40,天官赐福 第二季,74312654,364389,61,43,D2,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
41,尾钩,545593,19815,21,9,D2,第16集 · 着陆,95503
42,全球高考 第一季（全新版）,22124180,378414,37,11,D2,— 「全季完结FT」—,60289
43,江医生 第一季,17263832,238959,49,27,D2,千万播放福利第四弹·小剧场·猫,81852
44,二哈和他的白猫师尊,16791182,107707,669,603,D2,完结FT,81979
45,魔道祖师 第三季,297865918,1548480,66,56,D2,传讯符·忘羡,22602
46,满城衣冠 全一季,2609455,55932,33,9,D2,白噪音 · 苏苏念经,90878
47,再世权臣 第一季,22290823,262754,79,17,D2,花絮07,71321
48,虚拟偶像团综丨《NEW DAYS（一起又出发）》,32036417,115706,95,0,B,许向安&许向宁生日小剧场·那片山那片海,84529
49,FOG[电竞] 第一季,71535083,769600,39,14,D2,2000W福利·whisper伴奏抒情版,29122
50,迪奥先生 第一季,79817009,1079592,30,15,D2,王氏破产 铃声,23329
51,虚拟偶像团综丨《一起再出发》,93671255,255248,179,0,B,中秋特辑·清道夫,58225
52,交易沦陷,30250446,179033,138,99,D2,特别福利·星空沦陷,54171
53,奇洛李维斯回信 番外篇,1227153,75625,3,2,D2,番外 ·  庆生宴,93420
54,你的距离,91234235,940458,70,27,D2,完结FT·主创版,31552
55,针锋对决,38289053,941036,19,0,B,完结FT  互动问答,19249
56,判官 第一季,38939552,657442,45,21,D2,听剧reaction,37773
57,如果月亮不抱你,84058116,1195002,24,0,B,全网2000万福利突击采访,25485
58,虚拟偶像团综丨《LASER出道日》,84189552,683010,89,0,B,专业小课堂：电子竞技运动与管理专业,28989
59,这题超纲了 第一季,21255650,500955,44,17,D2,【回放】《这题超纲了》M星直播,41369
60,我在无限游戏里封神 第三季,24372170,221574,91,21,D2,破亿纪念单曲·神明所遗落的,81851
61,重生之将门毒后 第二季,42687851,386938,83,26,D2,破亿福利·白噪音·花灯,52293
62,唇枪 上季,411651,22509,1,0,B,织音发布会纯享PV,94802
63,吞海 第一季,52436534,538340,54,17,D2,原创配乐·破晓,29187
64,南方海啸,25358708,174523,102,68,D2,花絮⑤,85492
65,魔道祖师 第二季,171815238,1423645,41,37,D2,主役FT（下）,19059
66,于是麦麦决定离家出走,6133005,114268,53,33,D2,七夕小剧场✦小天使,86179
67,酸梅,4274616,260335,4,0,B,第二期,51020
68,封建糟粕,16230966,157012,143,110,D2,充电·李叔堂,87589
69,夫人你马甲又掉了 第一季,65379270,1026898,25,0,B,小剧场3,32574
70,虚拟偶像综艺 |《VANITY FAIR（名利场）》,28975214,130646,71,0,B,梦系列小剧场06·白日,78684
71,去你的岛,609178,20288,26,13,D2,番外,77026
72,别来无恙 第一季,23479105,459552,48,22,D2,1000W福利•《满心》（合唱版）,37937
73,欢迎进入梦魇直播间 第一季,24169808,199339,62,20,D2,完结FT,75856
74,我喜欢你的信息素 第二季,76994269,851612,43,26,D2,国风版·星衍,58218
75,君有疾否 第一季,27359998,468978,67,56,D2,苏世誉 ✦ 第一季启动音,34592
76,虚拟偶像综艺丨《险象环声》,84706462,439808,138,0,B,三千万福利·偶像问答,38165
77,我在无限游戏里封神 第二季（下）,21388102,258339,55,14,D2,花絮06,76557
78,坠落,11705521,185831,59,22,D2,番外二·新生,76041
79,破云 第一季,59542273,1106142,20,15,D2,圣诞特辑,59047
80,撒野 第一季,88624872,1845017,36,8,D2,千万播放纪念,58443
81,逐玉 第一季,4689919,74854,43,14,D2,原创配乐 · 凶夜,89245
82,等风热吻你,16885046,315089,56,18,D2,插曲《约定》,52292
83,FOG[电竞]第二季,58990550,437796,50,28,D2,破亿特别直播回放,39588
84,嫡谋·第一季,396269,10083,18,9,D2,第十一集·「春深局变」,94462
85,AWM 第一季,86210738,1258417,43,20,D2,第十四集·烙印,20284
86,第二十八年春,10896153,384533,13,0,B,第四期,26751
87,营业悖论 第一季,48443045,662656,50,13,D2,中秋特别语音,36817
88,我在无限游戏里封神 第二季（上）,20913667,335324,42,11,D2,花絮06,71605
89,放学后别来我办公室 全一季,670368,19254,14,2,D2,小剧场「大扫除」,86868
90,台风眼 第二季,30033721,164118,50,32,D2,完结 FT,68664
91,杀破狼 第一季,51163848,1018561,16,11,D2,第一季完结花絮,9888
92,提灯看刺刀 上季,14977443,244221,32,8,D2,花絮·韩楚,77771
93,虚拟偶像团综丨《FINE DAY》,35426652,255011,41,0,B,虚拟偶像，但开团会,50725
94,落池,68733237,1352673,15,0,B,落池·番外,22032
95,悬日 上季,12023925,156139,52,18,D2,ଫ苏洄生日福利,88192
96,我嗑了对家X我的CP,58711921,900078,48,29,D2,完结FT,21102
97,全球高考 第二季,40376941,551819,40,15,D2,—原创配乐「警告声中接吻」—,39622
98,恃宠 全一季,11578970,139102,67,26,D2,500w播放纪念· 谢砚礼 会议闲暇,76670
99,失忆后死对头成了我男朋友？,5547881,104470,48,20,D2,花絮15·恢复,86693
100,你亲我一下,19008985,273364,63,15,D2,特别加更·随便玩一下05,52356
