排名,剧名,播放量,订阅数,总集数,付费集数,宣发策略,最新更新,剧集ID
32,藏南晚星,20329030,210132,81,44,D2,✧2000万福利·番外·美梦,85110
33,我在无限游戏里封神 第四季,8162372,146484,56,15,D2,特别放送 · emoji大挑战,86834
34,见春天,13567731,236251,54,8,D2,魏清越书信·02,80533
35,不想了,9985017,115635,93,66,D2,500W福利·主役版主题曲《同谋》,70445
36,天官赐福 第二季,74774715,365544,61,43,D2,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
37,洄天 第一季,28533066,248586,65,14,D2,完结语音 · 高能量S级监护人的一天,86815
38,宋玉章 第一季,4365109,46294,25,4,D2,宋玉章 · 教师节特别语音,86589
39,如果月亮不抱你,84171052,1195941,24,0,B,全网2000万福利突击采访,25485
40,囚于永夜,1573837,33326,200,161,D2,番外 少爷的生日7,94916
41,娘娘腔,38834785,726914,31,0,B,主役听剧Reaction,46640
42,一颗苹果,14124305,167250,82,35,C,完结FT · 谢谢光临,90818
43,全球高考 第一季（全新版）,22196293,379077,37,11,D2,— 「全季完结FT」—,60289
44,再世权臣 第一季,22370238,263307,79,17,D2,花絮07,71321
45,魔道祖师 第三季,298015921,1548932,66,56,D2,传讯符·忘羡,22602
46,江医生 第一季,17341451,239458,49,27,D2,千万播放福利第四弹·小剧场·猫,81852
47,二哈和他的白猫师尊,16901000,108112,669,603,D2,完结FT,81979
48,满城衣冠 全一季,2752028,56881,36,11,D2,第12集 · 绑架,90878
49,虚拟偶像团综丨《NEW DAYS（一起又出发）》,32168281,116045,95,0,B,许向安&许向宁生日小剧场·那片山那片海,84529
50,FOG[电竞] 第一季,71624596,769996,39,14,D2,2000W福利·whisper伴奏抒情版,29122
51,你的距离,91334701,941005,70,27,D2,完结FT·主创版,31552
52,虚拟偶像团综丨《一起再出发》,93821793,255563,179,0,B,中秋特辑·清道夫,58225
53,交易沦陷,30417506,179459,138,99,D2,特别福利·星空沦陷,54171
54,重生之将门毒后 第二季,42782958,387445,83,26,D2,破亿福利·白噪音·花灯,52293
55,吞海 第一季,52546315,539057,54,17,D2,原创配乐·破晓,29187
56,迪奥先生 第一季,79852883,1079853,30,15,D2,王氏破产 铃声,23329
57,奇洛李维斯回信 番外篇,1246685,76421,3,2,D2,番外 ·  庆生宴,93420
58,判官 第一季,38996186,657877,45,21,D2,听剧reaction,37773
59,虚拟偶像团综丨《LASER出道日》,84261127,683428,89,0,B,专业小课堂：电子竞技运动与管理专业,28989
60,针锋对决,38323474,941541,19,0,B,完结FT  互动问答,19249
61,我在无限游戏里封神 第三季,24468020,222043,91,21,D2,破亿纪念单曲·神明所遗落的,81851
62,南方海啸,25503674,174996,102,68,D2,花絮⑤,85492
63,这题超纲了 第一季,21296622,501424,44,17,D2,【回放】《这题超纲了》M星直播,41369
64,酸梅,4289885,260789,4,0,B,第二期,51020
65,夫人你马甲又掉了 第一季,65453493,1027396,25,0,B,小剧场3,32574
66,唇枪 上季,456730,23404,1,0,B,织音发布会纯享PV,94802
67,于是麦麦决定离家出走,6169454,114666,53,33,D2,七夕小剧场✦小天使,86179
68,魔道祖师 第二季,171909837,1424115,41,37,D2,主役FT（下）,19059
69,坠落,11744977,186324,59,22,D2,番外二·新生,76041
70,第二十八年春,10923639,384999,13,0,B,第四期,26751
71,封建糟粕,16280557,157467,143,110,D2,充电·李叔堂,87589
72,撒野 第一季,88661958,1845703,36,8,D2,千万播放纪念,58443
73,等风热吻你,16919544,315535,56,18,D2,插曲《约定》,52292
74,虚拟偶像综艺 |《VANITY FAIR（名利场）》,29036194,130900,71,0,B,梦系列小剧场06·白日,78684
75,别来无恙 第一季,23517124,459954,48,22,D2,1000W福利•《满心》（合唱版）,37937
76,我喜欢你的信息素 第二季,77062150,852087,43,26,D2,国风版·星衍,58218
77,恃宠 全一季,11632180,139479,67,26,D2,500w播放纪念· 谢砚礼 会议闲暇,76670
78,逐玉 第一季,4706973,75014,43,14,D2,原创配乐 · 凶夜,89245
79,君有疾否 第一季,27400279,469398,67,56,D2,苏世誉 ✦ 第一季启动音,34592
80,虚拟偶像综艺丨《险象环声》,84784208,440056,138,0,B,三千万福利·偶像问答,38165
81,欢迎进入梦魇直播间 第一季,24219090,199687,62,20,D2,完结FT,75856
82,破云 第一季,59582033,1106693,20,15,D2,圣诞特辑,59047
83,FOG[电竞]第二季,59084543,438020,50,28,D2,破亿特别直播回放,39588
84,我在无限游戏里封神 第二季（下）,21454067,258810,55,14,D2,花絮06,76557
85,营业悖论 第一季,48478008,662917,50,13,D2,中秋特别语音,36817
86,落池,68765900,1353044,15,0,B,落池·番外,22032
87,乘鸾 第一季,119985,4897,11,1,D2,主题曲《渡魂引》,94849
88,娑婆,2033381,39108,32,21,D2,第十八集,93178
89,台风眼 第二季,30099936,164620,50,32,D2,完结 FT,68664
90,失忆后死对头成了我男朋友？,5596581,105069,48,20,D2,花絮15·恢复,86693
91,杀破狼 第一季,51198983,1019009,16,11,D2,第一季完结花絮,9888
92,告白 第一季,21613157,373403,54,12,D2,1000w福利·早安·周京泽,59041
93,嫡谋·第一季,415573,10368,19,10,D2,第十二集· 「寺中初弈」,94462
94,提灯看刺刀 上季,15021993,244552,32,8,D2,花絮·韩楚,77771
95,AWM 第一季,86252360,1258738,43,20,D2,第十四集·烙印,20284
96,将进酒 第二季,73172429,816496,45,22,D2,第二季完结FT,30383
97,放学后别来我办公室 全一季,717692,19714,16,3,D2,高二七班的课间十分钟01,86868
98,偏偏宠爱,17953949,368046,49,13,D2,四百万语音·江忍,52353
99,悬日 上季,12056689,156476,52,18,D2,ଫ苏洄生日福利,88192
100,秉性下等,26373237,209378,99,35,D2,两千万福利·时间的情书,64528
