排名,剧名,播放量,订阅数,宣发策略,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
24,囚于永夜,1750128,35079,D2,200,161,3589,1188,33.10%,3.39%,番外 少爷的生日7,94916
25,魔道祖师 第二季,172071325,1425061,D2,41,37,88911,81655,91.84%,5.73%,主役FT（下）,19059
26,传闻,183439,9530,D2,11,0,478,0,0.00%,0.00%,✧第三集,95625
27,台风眼 第二季,30215144,165702,D2,50,32,14504,13433,92.62%,8.11%,完结 FT,68664
28,台风眼 第一季,36338410,313119,D2,53,20,22498,14046,62.43%,4.49%,千万福利·富士山在等一片云,52404
29,江医生 第一季,17473514,240422,D2,49,27,23376,14341,61.35%,5.96%,千万播放福利第四弹·小剧场·猫,81852
30,我在无限游戏里封神 第三季,24635191,223011,D2,91,21,30625,22863,74.65%,10.25%,破亿纪念单曲·神明所遗落的,81851
31,沉浮事,1273567,18918,D2,19,8,2004,1239,61.83%,6.55%,云外篇·第八集,94775
32,再世权臣 第一季,22616078,265608,D2,79,17,24324,11490,47.24%,4.33%,花絮07,71321
33,将进酒 第一季,107159221,1451489,D2,59,16,78372,53354,68.08%,3.68%,完结FT,25944
34,吞海 第一季,52735554,540346,D2,54,17,45982,29007,63.08%,5.37%,原创配乐·破晓,29187
35,某某 第一季,99190219,1730294,D2,43,28,76973,45088,58.58%,2.61%,伴奏|《梧桐说》,58219
36,娑婆,2156754,39820,D2,33,22,3959,1337,33.77%,3.36%,第十九集,93178
37,江医生 第二季,8738497,124549,D2,44,36,14002,13041,93.14%,10.47%,主役版·绝对,85256
38,我喜欢你的信息素 第一季,101376243,1524509,D2,48,21,72114,44661,61.93%,2.93%,四千万福利,58217
39,我在无限游戏里封神 第一季,75454106,1007889,D2,64,14,77896,43646,56.03%,4.33%,线下漫展VLOG,52347
40,二哈在狼群里疯狂造谣 第一季,317472,11246,D2,11,0,951,0,0.00%,0.00%,第2集·无中生崽,94772
41,一颗苹果,14243737,168587,C,82,35,13986,6224,44.50%,3.69%,完结FT · 谢谢光临,90818
42,再世权臣 第三季（下）,1025542,28332,D2,21,12,2543,2279,89.62%,8.04%,第十二集 ·  雨后风荷,93437
43,重生之将门毒后 第二季,42938529,388255,D2,83,26,50994,34374,67.41%,8.85%,破亿福利·白噪音·花灯,52293
44,陈年烈苟 第一季,29323027,232111,D2,62,21,21518,14837,68.95%,6.39%,《陈年烈苟》第一季 ✦ 陶淮南启动音,61128
45,清白之年,662408,15912,D2,25,5,1511,466,30.84%,2.93%,第十集·致橡树,94838
46,炽火难熄 全一季,505108,22519,D2,20,7,1756,873,49.72%,3.88%,花絮04 · 夸人技巧,94917
47,将进酒 第二季,73317102,817091,D2,45,22,67593,61407,90.85%,7.52%,第二季完结FT,30383
48,你的距离,91491812,941826,D2,70,27,78881,56594,71.75%,6.01%,完结FT·主创版,31552
49,吞海 第二季,33329440,277189,D2,56,19,26603,24806,93.25%,8.95%,新年祝福,67085
50,失忆后死对头成了我男朋友？,5676419,105944,D2,48,20,7217,4948,68.56%,4.67%,花絮15·恢复,86693
