排名,剧名,播放量,订阅数,总集数,付费集数,宣发策略,最新更新,剧集ID
48,满城衣冠 全一季,2733682,56751,36,11,D2,第12集 · 绑架,90878
49,FOG[电竞] 第一季,71611211,769910,39,14,D2,2000W福利·whisper伴奏抒情版,29122
50,你的距离,91319858,940921,70,27,D2,完结FT·主创版,31552
51,虚拟偶像团综丨《NEW DAYS（一起又出发）》,32138785,115982,95,0,B,许向安&许向宁生日小剧场·那片山那片海,84529
52,虚拟偶像团综丨《一起再出发》,93793145,255511,179,0,B,中秋特辑·清道夫,58225
53,交易沦陷,30394548,179395,138,99,D2,特别福利·星空沦陷,54171
54,迪奥先生 第一季,79847584,1079779,30,15,D2,王氏破产 铃声,23329
55,重生之将门毒后 第二季,42769999,387387,83,26,D2,破亿福利·白噪音·花灯,52293
56,吞海 第一季,52530208,538904,54,17,D2,原创配乐·破晓,29187
57,奇洛李维斯回信 番外篇,1243517,76278,3,2,D2,番外 ·  庆生宴,93420
58,针锋对决,38317866,941452,19,0,B,完结FT  互动问答,19249
59,判官 第一季,38986968,657791,45,21,D2,听剧reaction,37773
60,虚拟偶像团综丨《LASER出道日》,84246797,683333,89,0,B,专业小课堂：电子竞技运动与管理专业,28989
61,我在无限游戏里封神 第三季,24452506,221934,91,21,D2,破亿纪念单曲·神明所遗落的,81851
62,这题超纲了 第一季,21288432,501318,44,17,D2,【回放】《这题超纲了》M星直播,41369
63,南方海啸,25483053,174901,102,68,D2,花絮⑤,85492
64,酸梅,4287308,260704,4,0,B,第二期,51020
65,唇枪 上季,451995,23264,1,0,B,织音发布会纯享PV,94802
66,夫人你马甲又掉了 第一季,65443534,1027328,25,0,B,小剧场3,32574
67,魔道祖师 第二季,171896370,1424020,41,37,D2,主役FT（下）,19059
68,于是麦麦决定离家出走,6162945,114564,53,33,D2,七夕小剧场✦小天使,86179
69,封建糟粕,16273774,157388,143,110,D2,充电·李叔堂,87589
70,坠落,11738434,186234,59,22,D2,番外二·新生,76041
71,第二十八年春,10920141,384942,13,0,B,第四期,26751
72,等风热吻你,16914345,315489,56,18,D2,插曲《约定》,52292
73,撒野 第一季,88656006,1845567,36,8,D2,千万播放纪念,58443
74,别来无恙 第一季,23511222,459872,48,22,D2,1000W福利•《满心》（合唱版）,37937
75,虚拟偶像综艺 |《VANITY FAIR（名利场）》,29024538,130849,71,0,B,梦系列小剧场06·白日,78684
76,我喜欢你的信息素 第二季,77051386,851996,43,26,D2,国风版·星衍,58218
77,欢迎进入梦魇直播间 第一季,24211757,199628,62,20,D2,完结FT,75856
78,君有疾否 第一季,27393260,469312,67,56,D2,苏世誉 ✦ 第一季启动音,34592
79,恃宠 全一季,11625267,139444,67,26,D2,500w播放纪念· 谢砚礼 会议闲暇,76670
80,逐玉 第一季,4704552,74990,43,14,D2,原创配乐 · 凶夜,89245
81,虚拟偶像综艺丨《险象环声》,84769717,440012,138,0,B,三千万福利·偶像问答,38165
82,破云 第一季,59575924,1106582,20,15,D2,圣诞特辑,59047
83,FOG[电竞]第二季,59070911,437971,50,28,D2,破亿特别直播回放,39588
84,我在无限游戏里封神 第二季（下）,21443468,258722,55,14,D2,花絮06,76557
85,营业悖论 第一季,48472176,662858,50,13,D2,中秋特别语音,36817
86,落池,68761131,1352980,15,0,B,落池·番外,22032
87,娑婆,2022091,39041,32,21,D2,第十八集,93178
88,杀破狼 第一季,51193996,1018944,16,11,D2,第一季完结花絮,9888
89,乘鸾 第一季,117973,4862,11,1,D2,主题曲《渡魂引》,94849
90,失忆后死对头成了我男朋友？,5589308,104975,48,20,D2,花絮15·恢复,86693
91,台风眼 第二季,30090143,164506,50,32,D2,完结 FT,68664
92,AWM 第一季,86246472,1258653,43,20,D2,第十四集·烙印,20284
93,提灯看刺刀 上季,15014713,244504,32,8,D2,花絮·韩楚,77771
94,嫡谋·第一季,411859,10317,18,9,D2,第十一集·「春深局变」,94462
95,告白 第一季,21606673,373327,54,12,D2,1000w福利·早安·周京泽,59041
96,将进酒 第二季,73161556,816421,45,22,D2,第二季完结FT,30383
97,放学后别来我办公室 全一季,712250,19674,16,3,D2,高二七班的课间十分钟01,86868
98,偏偏宠爱,17947620,367987,49,13,D2,四百万语音·江忍,52353
99,我在无限游戏里封神 第二季（上）,20953460,335678,42,11,D2,花絮06,71605
100,难言之欲,289085,11253,11,4,D2,E5,94857
