排名,剧名,播放量,订阅数,宣发策略,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
32,我喜欢你的信息素 第一季,101228344,1523247,D2,48,21,72124,44694,61.97%,2.93%,四千万福利,58217
33,将进酒 第一季,106977799,1450213,D2,59,16,78405,53369,68.07%,3.68%,完结FT,25944
34,吞海 第一季,52576915,539293,D2,54,17,45910,28940,63.04%,5.37%,原创配乐·破晓,29187
35,炽火难熄 全一季,446884,21646,D2,18,6,1665,785,47.15%,3.63%,第八集 · 夜店,94917
36,你的距离,91361620,941151,D2,70,27,78838,56574,71.76%,6.01%,完结FT·主创版,31552
37,我在无限游戏里封神 第一季,75259972,1006316,D2,64,14,77856,43616,56.02%,4.33%,线下漫展VLOG,52347
38,干涸地,2276561,95156,D2,4,1,1340,52,3.88%,0.05%,火风L原著|干涸地·第二集,86725
39,娑婆,2052579,39254,D2,32,21,3889,1273,32.73%,3.24%,第十八集,93178
40,降水概率百分百,2202832,31027,D2,45,18,3111,1831,58.86%,5.90%,完结彩蛋 ♡ 晴天娃娃,93005
41,我在无限游戏里封神 第二季（下）,21471082,258968,D2,55,14,28406,24280,85.47%,9.38%,花絮06,76557
42,一颗苹果,14140731,167466,C,82,35,13906,6174,44.40%,3.69%,完结FT · 谢谢光临,90818
43,我喜欢你的信息素 第二季,77082376,852240,D2,43,26,59013,49762,84.32%,5.84%,国风版·星衍,58218
44,清白之年,588828,15358,D2,24,4,1426,389,27.28%,2.53%,第九集·Life in a Love,94838
45,重生之将门毒后 第二季,42807323,387595,D2,83,26,50946,34337,67.40%,8.86%,破亿福利·白噪音·花灯,52293
46,传闻,109510,8147,D2,8,0,355,0,0.00%,0.00%,✧主役采访 · 上期,95625
47,某某 第二季,66899214,835739,D2,67,39,68658,51381,74.84%,6.15%,破亿纪念·《正年少》,58220
48,吞海 第二季,33219534,276511,D2,56,19,26537,24739,93.22%,8.95%,新年祝福,67085
49,将进酒 第二季,73195582,816624,D2,45,22,67565,61383,90.85%,7.52%,第二季完结FT,30383
50,吞海 第三季（上）,23002948,221551,D2,38,16,18971,17790,93.77%,8.03%,OST·04 此地埋名,73221
