排名,剧名,播放量,订阅数,宣发策略,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
24,干涸地,2324211,95601,D2,5,2,1389,89,6.41%,0.09%,火风L原著|干涸地·第三集,86725
25,魔道祖师 第二季,172043746,1424892,D2,41,37,88908,81652,91.84%,5.73%,主役FT（下）,19059
26,江医生 第一季,17451387,240300,D2,49,27,23364,14331,61.34%,5.96%,千万播放福利第四弹·小剧场·猫,81852
27,台风眼 第二季,30197200,165536,D2,50,32,14488,13418,92.61%,8.11%,完结 FT,68664
28,沙子，时间，雨树,154030,8581,D2,7,0,824,0,0.00%,0.00%,"੭""导游和奇怪的客人·埃及博物馆",94825
29,我在无限游戏里封神 第三季,24608061,222864,D2,91,21,30617,22859,74.66%,10.26%,破亿纪念单曲·神明所遗落的,81851
30,台风眼 第一季,36314272,312856,D2,53,20,22477,14035,62.44%,4.49%,千万福利·富士山在等一片云,52404
31,传闻,167975,9282,D2,11,0,463,0,0.00%,0.00%,✧第三集,95625
32,将进酒 第一季,107125299,1451243,D2,59,16,78374,53353,68.07%,3.68%,完结FT,25944
33,再世权臣 第一季,22580684,265364,D2,79,17,24303,11479,47.23%,4.33%,花絮07,71321
34,某某 第一季,99166160,1730111,D2,43,28,76984,45082,58.56%,2.61%,伴奏|《梧桐说》,58219
35,江医生 第二季,8724006,124467,D2,44,36,13990,13028,93.12%,10.47%,主役版·绝对,85256
36,吞海 第一季,52703066,540116,D2,54,17,45967,28991,63.07%,5.37%,原创配乐·破晓,29187
37,娑婆,2138562,39741,D2,33,22,3946,1327,33.63%,3.34%,第十九集,93178
38,我喜欢你的信息素 第一季,101347362,1524270,D2,48,21,72137,44689,61.95%,2.93%,四千万福利,58217
39,我在无限游戏里封神 第一季,75415664,1007585,D2,64,14,77879,43641,56.04%,4.33%,线下漫展VLOG,52347
40,炽火难熄 全一季,493386,22379,D2,19,7,1737,859,49.45%,3.84%,第九集 · Estoy enamorado de ti,94917
41,一颗苹果,14217684,168391,C,82,35,13964,6210,44.47%,3.69%,完结FT · 谢谢光临,90818
42,清白之年,655987,15830,D2,25,5,1496,457,30.55%,2.89%,第十集·致橡树,94838
43,重生之将门毒后 第二季,42913457,388138,D2,83,26,50988,34369,67.41%,8.85%,破亿福利·白噪音·花灯,52293
44,陈年烈苟 第一季,29305730,231977,D2,62,21,21502,14826,68.95%,6.39%,《陈年烈苟》第一季 ✦ 陶淮南启动音,61128
45,你的距离,91465816,941678,D2,70,27,78868,56590,71.75%,6.01%,完结FT·主创版,31552
46,将进酒 第二季,73293784,817000,D2,45,22,67593,61408,90.85%,7.52%,第二季完结FT,30383
47,再世权臣 第三季（下）,1019031,28178,D2,21,12,2529,2265,89.56%,8.04%,第十二集 ·  雨后风荷,93437
48,我喜欢你的信息素 第二季,77164455,852831,D2,43,26,59001,49745,84.31%,5.83%,国风版·星衍,58218
49,失忆后死对头成了我男朋友？,5664724,105843,D2,48,20,7206,4939,68.54%,4.67%,花絮15·恢复,86693
50,我在无限游戏里封神 第二季（下）,21546022,259570,D2,55,14,28444,24307,85.46%,9.36%,花絮06,76557
