排名,剧名,播放量,订阅数,宣发策略,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
24,魔道祖师 第二季,172004022,1424680,D2,41,37,88906,81651,91.84%,5.73%,主役FT（下）,19059
25,沉浮事,1174959,18365,D2,18,7,1943,1167,60.06%,6.35%,浊世篇·第七集,94775
26,我在无限游戏里封神 第三季,24567417,222650,D2,91,21,30596,22843,74.66%,10.26%,破亿纪念单曲·神明所遗落的,81851
27,台风眼 第二季,30169102,165280,D2,50,32,14476,13405,92.60%,8.11%,完结 FT,68664
28,江医生 第一季,17417438,240021,D2,49,27,23338,14313,61.33%,5.96%,千万播放福利第四弹·小剧场·猫,81852
29,台风眼 第一季,36277383,312458,D2,53,20,22448,14016,62.44%,4.49%,千万福利·富士山在等一片云,52404
30,干涸地,2309300,95452,D2,5,2,1375,80,5.82%,0.08%,火风L原著|干涸地·第三集,86725
31,某某 第一季,99130015,1729766,D2,43,28,76982,45070,58.55%,2.61%,伴奏|《梧桐说》,58219
32,将进酒 第一季,107073129,1450874,D2,59,16,78374,53349,68.07%,3.68%,完结FT,25944
33,江医生 第二季,8702318,124300,D2,44,36,13964,13003,93.12%,10.46%,主役版·绝对,85256
34,传闻,149115,8898,D2,10,0,427,0,0.00%,0.00%,✧主役采访 · 下期,95625
35,沙子，时间，雨树,128338,8185,D2,6,0,775,0,0.00%,0.00%,第1集✧˖如果你的眼睛，不是月亮的颜色,94825
36,吞海 第一季,52654932,539803,D2,54,17,45951,28972,63.05%,5.37%,原创配乐·破晓,29187
37,我喜欢你的信息素 第一季,101305405,1523930,D2,48,21,72141,44696,61.96%,2.93%,四千万福利,58217
38,再世权臣 第一季,22523625,264926,D2,79,17,24269,11453,47.19%,4.32%,花絮07,71321
39,娑婆,2109827,39561,D2,33,22,3929,1314,33.44%,3.32%,第十九集,93178
40,我在无限游戏里封神 第一季,75360179,1007185,D2,64,14,77867,43628,56.03%,4.33%,线下漫展VLOG,52347
41,炽火难熄 全一季,479120,22154,D2,19,7,1716,838,48.83%,3.78%,第九集 · Estoy enamorado de ti,94917
42,你的距离,91428777,941513,D2,70,27,78856,56584,71.76%,6.01%,完结FT·主创版,31552
43,一颗苹果,14187380,168113,C,82,35,13944,6197,44.44%,3.69%,完结FT · 谢谢光临,90818
44,重生之将门毒后 第二季,42874944,387942,D2,83,26,50976,34357,67.40%,8.86%,破亿福利·白噪音·花灯,52293
45,清白之年,627435,15540,D2,24,4,1460,419,28.70%,2.70%,第九集·Life in a Love,94838
46,我喜欢你的信息素 第二季,77133976,852610,D2,43,26,59011,49759,84.32%,5.84%,国风版·星衍,58218
47,将进酒 第二季,73258810,816877,D2,45,22,67578,61394,90.85%,7.52%,第二季完结FT,30383
48,我在无限游戏里封神 第二季（下）,21518574,259359,D2,55,14,28432,24299,85.46%,9.37%,花絮06,76557
49,某某 第二季,66937381,836080,D2,67,39,68680,51396,74.83%,6.15%,破亿纪念·《正年少》,58220
50,吞海 第二季,33274593,276853,D2,56,19,26561,24763,93.23%,8.94%,新年祝福,67085
