排名,剧名,播放量,订阅数,总集数,付费集数,宣发策略,最新更新,剧集ID
48,满城衣冠 全一季,2565828,55565,33,9,D2,白噪音 · 苏苏念经,90878
49,FOG[电竞] 第一季,71497704,769427,39,14,D2,2000W福利·whisper伴奏抒情版,29122
50,虚拟偶像团综丨《一起再出发》,93605475,255172,179,0,B,中秋特辑·清道夫,58225
51,红白囍 第一季,7595201,116058,46,13,D2,花絮03,81597
52,判官 第一季,38913847,657245,45,21,D2,听剧reaction,37773
53,针锋对决,38272728,940791,19,0,B,完结FT  互动问答,19249
54,奇洛李维斯回信 番外篇,1217335,75194,3,2,D2,番外 ·  庆生宴,93420
55,唇枪 上季,392242,22144,1,0,B,织音发布会纯享PV,94802
56,虚拟偶像团综丨《LASER出道日》,84159957,682887,89,0,B,专业小课堂：电子竞技运动与管理专业,28989
57,交易沦陷,30181913,178808,138,99,D2,特别福利·星空沦陷,54171
58,我在无限游戏里封神 第三季,24329626,221334,91,21,D2,破亿纪念单曲·神明所遗落的,81851
59,这题超纲了 第一季,21236839,500742,44,17,D2,【回放】《这题超纲了》M星直播,41369
60,你的距离,91192238,940195,70,27,D2,完结FT·主创版,31552
61,重生之将门毒后 第二季,42649923,386722,83,26,D2,破亿福利·白噪音·花灯,52293
62,吞海 第一季,52389658,538031,54,17,D2,原创配乐·破晓,29187
63,南方海啸,25296654,174340,102,68,D2,花絮⑤,85492
64,于是麦麦决定离家出走,6116368,114081,53,33,D2,七夕小剧场✦小天使,86179
65,魔道祖师 第二季,171773719,1423406,41,37,D2,主役FT（下）,19059
66,如果月亮不抱你,84011194,1194499,24,0,B,全网2000万福利突击采访,25485
67,虚拟偶像综艺 |《VANITY FAIR（名利场）》,28949585,130583,71,0,B,梦系列小剧场06·白日,78684
68,封建糟粕,16208894,156783,143,110,D2,充电·李叔堂,87589
69,去你的岛,605999,20237,26,13,D2,番外,77026
70,欢迎进入梦魇直播间 第一季,24150514,199172,62,20,D2,完结FT,75856
71,别来无恙 第一季,23462201,459380,48,22,D2,1000W福利•《满心》（合唱版）,37937
72,酸梅,4266616,260080,4,0,B,第二期,51020
73,我在无限游戏里封神 第二季（下）,21358483,258098,55,14,D2,花絮06,76557
74,虚拟偶像综艺丨《险象环声》,84671718,439753,138,0,B,三千万福利·偶像问答,38165
75,我喜欢你的信息素 第二季,76964422,851387,43,26,D2,国风版·星衍,58218
76,夫人你马甲又掉了 第一季,65348299,1026606,25,0,B,小剧场3,32574
77,君有疾否 第一季,27341145,468773,67,56,D2,苏世誉 ✦ 第一季启动音,34592
78,破云 第一季,59525804,1105881,20,15,D2,圣诞特辑,59047
79,AWM 第一季,86192662,1258237,43,20,D2,第十四集·烙印,20284
80,FOG[电竞]第二季,58950941,437698,50,28,D2,破亿特别直播回放,39588
81,撒野 第一季,88609204,1844671,36,8,D2,千万播放纪念,58443
82,坠落,11687079,185577,59,22,D2,番外二·新生,76041
83,嫡谋·第一季,387246,9939,17,8,D2,第十集·「姻局初布」,94462
84,我在无限游戏里封神 第二季（上）,20892770,335097,42,11,D2,花絮06,71605
85,逐玉 第一季,4681105,74773,43,14,D2,原创配乐 · 凶夜,89245
86,等风热吻你,16869164,314857,56,18,D2,插曲《约定》,52292
87,虚拟偶像团综丨《FINE DAY》,35409001,254957,41,0,B,虚拟偶像，但开团会,50725
88,营业悖论 第一季,48427749,662500,50,13,D2,中秋特别语音,36817
89,全球高考 第二季,40349346,551688,40,15,D2,—原创配乐「警告声中接吻」—,39622
90,台风眼 第二季,30006138,163866,50,32,D2,完结 FT,68664
91,我嗑了对家X我的CP,58692242,899950,48,29,D2,完结FT,21102
92,难言之欲,241574,10536,9,3,D2,E4,94857
93,沉醉不醒,4237478,57632,50,31,D2,დ400万福利剧场·桑拿,86740
94,提灯看刺刀 上季,14958775,244058,32,8,D2,花絮·韩楚,77771
95,悬日 上季,12010780,155994,52,18,D2,ଫ苏洄生日福利,88192
96,小蘑菇 第二季,52022673,506301,51,34,D2,破亿电话·双人,39605
97,杀破狼 第一季,51149004,1018328,16,11,D2,第一季完结花絮,9888
98,放学后别来我办公室 全一季,649306,19050,13,1,D2,第四课「好想退休」,86868
99,落池,68718577,1352494,15,0,B,落池·番外,22032
100,你亲我一下,18997515,273256,63,15,D2,特别加更·随便玩一下05,52356
