排名,剧名,播放量,订阅数,总集数,付费集数,宣发策略,最新更新,剧集ID
27,天官赐福 第三季,73770408,278239,68,44,D2,小剧场·元宵·花灯,82040
28,我喜欢你的信息素 第一季,101288354,1523768,48,21,D2,四千万福利,58217
29,见春天,13603354,236698,54,8,D2,魏清越书信·02,80533
30,藏南晚星,20438022,210894,81,44,D2,✧2000万福利·番外·美梦,85110
31,放学等我 第二季,32332072,455617,42,16,D2,番外·恋爱纪念日,68837
32,尾钩,955533,23432,34,20,D2,第27集 · 流萤明灭,95503
33,伏特加与曼特宁,2184629,67049,32,8,D2,✦店长来啦！⑦,92988
34,如果月亮不抱你,84248124,1196432,24,0,B,全网2000万福利突击采访,25485
35,再世权臣 第一季,22501717,264740,79,17,D2,花絮07,71321
36,我在无限游戏里封神 第四季,8256376,147192,56,15,D2,特别放送 · emoji大挑战,86834
37,不想了,10018487,115879,93,66,D2,500W福利·主役版主题曲《同谋》,70445
38,天官赐福 第二季,75168086,366644,61,43,D2,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
39,宋玉章 第一季,4704091,47696,28,5,D2,第八折 ·  沉溺芳华,86589
40,洄天 第一季,28600357,248994,65,14,D2,完结语音 · 高能量S级监护人的一天,86815
41,娘娘腔,38909655,727654,31,0,B,主役听剧Reaction,46640
42,一颗苹果,14176895,167958,82,35,C,完结FT · 谢谢光临,90818
43,全球高考 第一季（全新版）,22256425,379693,37,11,D2,— 「全季完结FT」—,60289
44,魔道祖师 第三季,298146532,1549397,66,56,D2,传讯符·忘羡,22602
45,满城衣冠 全一季,2862951,57726,37,12,D2,第13集 · 脱困,90878
46,江医生 第一季,17406190,239938,49,27,D2,千万播放福利第四弹·小剧场·猫,81852
47,FOG[电竞] 第一季,71705945,770417,39,14,D2,2000W福利·whisper伴奏抒情版,29122
48,你的距离,91416742,941463,70,27,D2,完结FT·主创版,31552
49,虚拟偶像团综丨《NEW DAYS（一起又出发）》,32295558,116177,95,0,B,许向安&许向宁生日小剧场·那片山那片海,84529
50,二哈和他的白猫师尊,16996731,108518,669,603,D2,完结FT,81979
51,囚于永夜,1662750,34248,200,161,D2,番外 少爷的生日7,94916
52,虚拟偶像团综丨《一起再出发》,93946476,255709,179,0,B,中秋特辑·清道夫,58225
53,交易沦陷,30550729,179817,138,99,D2,特别福利·星空沦陷,54171
54,吞海 第一季,52638406,539699,54,17,D2,原创配乐·破晓,29187
55,重生之将门毒后 第二季,42861473,387867,83,26,D2,破亿福利·白噪音·花灯,52293
56,夫人你马甲又掉了 第一季,65511133,1027799,25,0,B,小剧场3,32574
57,南方海啸,25634617,175473,102,68,D2,花絮⑤,85492
58,迪奥先生 第一季,79901887,1080289,30,15,D2,王氏破产 铃声,23329
59,虚拟偶像团综丨《LASER出道日》,84328395,683688,89,0,B,专业小课堂：电子竞技运动与管理专业,28989
60,判官 第一季,39046220,658279,45,21,D2,听剧reaction,37773
61,我在无限游戏里封神 第三季,24551480,222564,91,21,D2,破亿纪念单曲·神明所遗落的,81851
62,酸梅,4300222,261080,4,0,B,第二期,51020
63,奇洛李维斯回信 番外篇,1264559,77167,3,2,D2,番外 ·  庆生宴,93420
64,第二十八年春,10942304,385248,13,0,B,第四期,26751
65,魔道祖师 第二季,171990936,1424595,41,37,D2,主役FT（下）,19059
66,针锋对决,38352859,941952,19,0,B,完结FT  互动问答,19249
67,坠落,11777129,186687,59,22,D2,番外二·新生,76041
68,唇枪 上季,490405,24134,1,0,B,织音发布会纯享PV,94802
69,这题超纲了 第一季,21332992,501874,44,17,D2,【回放】《这题超纲了》M星直播,41369
70,于是麦麦决定离家出走,6199334,115012,53,33,D2,七夕小剧场✦小天使,86179
71,等风热吻你,16949394,315892,56,18,D2,插曲《约定》,52292
72,撒野 第一季,88690672,1846332,36,8,D2,千万播放纪念,58443
73,是心跳说谎 全一季,134459,6994,8,0,D2,赛前阵营VCR,95516
74,恃宠 全一季,11673524,139802,67,26,D2,500w播放纪念· 谢砚礼 会议闲暇,76670
75,虚拟偶像综艺 |《VANITY FAIR（名利场）》,29087959,131040,71,0,B,梦系列小剧场06·白日,78684
76,封建糟粕,16317930,157863,143,110,D2,充电·李叔堂,87589
77,我喜欢你的信息素 第二季,77122752,852513,43,26,D2,国风版·星衍,58218
78,营业悖论 第一季,48517342,663278,50,13,D2,中秋特别语音,36817
79,FOG[电竞]第二季,59164612,438271,50,28,D2,破亿特别直播回放,39588
80,君有疾否 第一季,27439162,469796,67,56,D2,苏世誉 ✦ 第一季启动音,34592
81,告白 第一季,21651417,373775,54,12,D2,1000w福利·早安·周京泽,59041
82,落池,68796728,1353422,15,0,B,落池·番外,22032
83,失忆后死对头成了我男朋友？,5640333,105589,48,20,D2,花絮15·恢复,86693
84,别来无恙 第一季,23549200,460359,48,22,D2,1000W福利•《满心》（合唱版）,37937
85,逐玉 第一季,4720466,75147,43,14,D2,原创配乐 · 凶夜,89245
86,虚拟偶像综艺丨《险象环声》,84856020,440160,138,0,B,三千万福利·偶像问答,38165
87,破云 第一季,59614565,1107170,20,15,D2,圣诞特辑,59047
88,结婚而已,3397627,46681,49,24,D2,☾ · 春节福利音,88370
89,将进酒 第二季,73247454,816830,45,22,D2,第二季完结FT,30383
90,欢迎进入梦魇直播间 第一季,24258837,199978,62,20,D2,完结FT,75856
91,台风眼 第二季,30159208,165157,50,32,D2,完结 FT,68664
92,乘鸾 第一季,136138,5221,13,2,D2,花絮一,94849
93,我在无限游戏里封神 第二季（下）,21507983,259273,55,14,D2,花絮06,76557
94,秉性下等,26461684,209826,99,35,D2,两千万福利·时间的情书,64528
95,微微一笑很倾城,16138693,341793,14,0,B,番外,1884
96,提灯看刺刀 上季,15068157,244920,32,8,D2,花絮·韩楚,77771
97,娑婆,2098696,39462,33,22,D2,第十九集,93178
98,你就当我死了吧  全一季,13354169,255079,30,0,B,主役版主题曲（纯享）,76841
99,偏偏宠爱,17989124,368366,49,13,D2,四百万语音·江忍,52353
100,杀破狼 第一季,51227569,1019382,16,11,D2,第一季完结花絮,9888
