排名,剧名,播放量,订阅数,宣发策略,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
21,魔道祖师 第一季,260981167,2289713,D2,39,22,97145,64630,66.53%,2.82%,主创FT<下>,15861
22,干涸地,2329183,95637,D2,6,2,1397,91,6.51%,0.10%,花絮01,86725
23,囚于永夜,1735338,34918,D2,200,161,3577,1185,33.13%,3.39%,番外 少爷的生日7,94916
24,沙子，时间，雨树,167052,8776,D2,8,0,867,0,0.00%,0.00%,第2集✧˖黏土，工作，与火,94825
25,魔道祖师 第二季,172057893,1424978,D2,41,37,88910,81654,91.84%,5.73%,主役FT（下）,19059
26,沉浮事,1255833,18834,D2,19,8,2000,1237,61.85%,6.57%,云外篇·第八集,94775
27,台风眼 第二季,30205946,165613,D2,50,32,14495,13424,92.61%,8.11%,完结 FT,68664
28,传闻,177737,9435,D2,11,0,473,0,0.00%,0.00%,✧第三集,95625
29,我在无限游戏里封神 第三季,24621647,222928,D2,91,21,30622,22861,74.66%,10.25%,破亿纪念单曲·神明所遗落的,81851
30,台风眼 第一季,36325783,312985,D2,53,20,22483,14037,62.43%,4.48%,千万福利·富士山在等一片云,52404
31,江医生 第一季,17462515,240355,D2,49,27,23370,14338,61.35%,5.97%,千万播放福利第四弹·小剧场·猫,81852
32,将进酒 第一季,107143015,1451375,D2,59,16,78370,53352,68.08%,3.68%,完结FT,25944
33,再世权臣 第一季,22598899,265484,D2,79,17,24317,11487,47.24%,4.33%,花絮07,71321
34,某某 第一季,99177814,1730195,D2,43,28,76974,45082,58.57%,2.61%,伴奏|《梧桐说》,58219
35,吞海 第一季,52719313,540230,D2,54,17,45972,28999,63.08%,5.37%,原创配乐·破晓,29187
36,娑婆,2147682,39785,D2,33,22,3953,1332,33.70%,3.35%,第十九集,93178
37,江医生 第二季,8731008,124502,D2,44,36,13995,13034,93.13%,10.47%,主役版·绝对,85256
38,我喜欢你的信息素 第一季,101362035,1524381,D2,48,21,72135,44682,61.94%,2.93%,四千万福利,58217
39,我在无限游戏里封神 第一季,75433805,1007732,D2,64,14,77882,43643,56.04%,4.33%,线下漫展VLOG,52347
40,一颗苹果,14230195,168492,C,82,35,13974,6214,44.47%,3.69%,完结FT · 谢谢光临,90818
41,重生之将门毒后 第二季,42926117,388192,D2,83,26,50990,34372,67.41%,8.85%,破亿福利·白噪音·花灯,52293
42,陈年烈苟 第一季,29314554,232044,D2,62,21,21512,14833,68.95%,6.39%,《陈年烈苟》第一季 ✦ 陶淮南启动音,61128
43,清白之年,659353,15870,D2,25,5,1504,460,30.59%,2.90%,第十集·致橡树,94838
44,将进酒 第二季,73305421,817060,D2,45,22,67594,61408,90.85%,7.52%,第二季完结FT,30383
45,二哈在狼群里疯狂造谣 第一季,304656,10996,D2,11,0,924,0,0.00%,0.00%,第2集·无中生崽,94772
46,再世权臣 第三季（下）,1022203,28257,D2,21,12,2534,2270,89.58%,8.03%,第十二集 ·  雨后风荷,93437
47,炽火难熄 全一季,499632,22441,D2,20,7,1747,865,49.51%,3.85%,花絮04 · 夸人技巧,94917
48,你的距离,91478506,941755,D2,70,27,78873,56592,71.75%,6.01%,完结FT·主创版,31552
49,吞海 第二季,33319126,277121,D2,56,19,26598,24801,93.24%,8.95%,新年祝福,67085
50,失忆后死对头成了我男朋友？,5670459,105894,D2,48,20,7209,4942,68.55%,4.67%,花絮15·恢复,86693
