排名,剧名,播放量,订阅数,宣发策略,总集数,付费集数,最新更新,剧集ID
53,夫人你马甲又掉了 第一季,65570098,1028118,B,25,0,小剧场3,32574
54,南方海啸,25785184,175964,D2,102,68,花絮⑤,85492
55,重生之将门毒后 第二季,42950132,388339,D2,83,26,破亿福利·白噪音·花灯,52293
56,虚拟偶像团综丨《LASER出道日》,84404633,684015,B,89,0,专业小课堂：电子竞技运动与管理专业,28989
57,我在无限游戏里封神 第三季,24649763,223138,D2,91,21,破亿纪念单曲·神明所遗落的,81851
58,判官 第一季,39110351,658721,D2,45,21,听剧reaction,37773
59,第二十八年春,10959537,385449,B,13,0,第四期,26751
60,魔道祖师 第二季,172083646,1425180,D2,41,37,主役FT（下）,19059
61,囚于永夜,1768626,35361,D2,200,161,番外 少爷的生日7,94916
62,迪奥先生 第一季,79946113,1080600,D2,30,15,王氏破产 铃声,23329
63,奇洛李维斯回信 番外篇,1286636,78025,D2,3,2,番外 ·  庆生宴,93420
64,坠落,11811259,187005,D2,59,22,番外二·新生,76041
65,等风热吻你,16981361,316262,D2,56,18,插曲《约定》,52292
66,唇枪 上季,541694,24869,B,1,0,织音发布会纯享PV,94802
67,是心跳说谎 全一季,167379,7715,D2,10,1,节日福利-中秋,95516
68,酸梅,4310978,261331,B,4,0,第二期,51020
69,恃宠 全一季,11716370,140045,D2,67,26,500w播放纪念· 谢砚礼 会议闲暇,76670
70,针锋对决,38387780,942488,B,19,0,完结FT  互动问答,19249
71,营业悖论 第一季,48562753,663682,D2,50,13,中秋特别语音,36817
72,这题超纲了 第一季,21377403,502468,D2,44,17,【回放】《这题超纲了》M星直播,41369
73,于是麦麦决定离家出走,6245177,115340,D2,54,34,程凛生日番外✦礼物,86179
74,结婚而已,3424921,46865,D2,49,24,☾ · 春节福利音,88370
75,落池,68829837,1353838,B,15,0,落池·番外,22032
76,告白 第一季,21686703,374071,D2,54,12,1000w福利·早安·周京泽,59041
77,二哈在狼群里疯狂造谣 第一季,328047,11417,D2,11,0,第2集·无中生崽,94772
78,微微一笑很倾城,16165488,342047,B,14,0,番外,1884
79,虚拟偶像综艺 |《VANITY FAIR（名利场）》,29153262,131202,B,71,0,梦系列小剧场06·白日,78684
80,君有疾否 第一季,27489124,470440,D2,67,56,苏世誉 ✦ 第一季启动音,34592
81,撒野 第一季,88721462,1846987,D2,36,8,千万播放纪念,58443
82,FOG[电竞]第二季,59255981,438523,D2,50,28,破亿特别直播回放,39588
83,将进酒 第二季,73326558,817140,D2,45,22,第二季完结FT,30383
84,我喜欢你的信息素 第二季,77199393,853049,D2,43,26,国风版·星衍,58218
85,提灯看刺刀 上季,15126214,245318,D2,32,8,花絮·韩楚,77771
86,乘鸾 第一季,163687,5762,D2,16,3,中秋福利音·杨殊,94849
87,封建糟粕,16356941,158282,D2,143,110,充电·李叔堂,87589
88,失忆后死对头成了我男朋友？,5682661,106035,D2,48,20,花絮15·恢复,86693
89,娑婆,2166238,39868,D2,34,23,作者原创小剧场·中秋节,93178
90,逐玉 第一季,4736048,75273,D2,43,14,原创配乐 · 凶夜,89245
91,台风眼 第二季,30224234,165805,D2,50,32,完结 FT,68664
92,虚拟偶像综艺丨《险象环声》,84942374,440322,B,138,0,三千万福利·偶像问答,38165
93,秉性下等,26546930,210185,D2,99,35,两千万福利·时间的情书,64528
94,别来无恙 第一季,23588791,460842,D2,48,22,1000W福利•《满心》（合唱版）,37937
95,你就当我死了吧  全一季,13395241,255546,B,30,0,主役版主题曲（纯享）,76841
96,我在无限游戏里封神 第二季（下）,21574574,259833,D2,55,14,花絮06,76557
97,破云 第一季,59654790,1107784,D2,20,15,圣诞特辑,59047
98,偏偏宠爱,18031362,368695,D2,49,13,四百万语音·江忍,52353
99,欢迎进入梦魇直播间 第一季,24308768,200391,D2,62,20,完结FT,75856
100,悬日 上季,12130604,157425,D2,52,18,ଫ苏洄生日福利,88192
