排名,剧名,播放量,订阅数,宣发策略,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
31,某某 第一季,99087833,1729327,D2,43,28,76978,45073,58.55%,2.61%,伴奏|《梧桐说》,58219
32,将进酒 第一季,107017872,1450449,D2,59,16,78399,53373,68.08%,3.68%,完结FT,25944
33,我喜欢你的信息素 第一季,101257136,1523505,D2,48,21,72120,44693,61.97%,2.93%,四千万福利,58217
34,干涸地,2286575,95270,D2,4,1,1346,57,4.23%,0.06%,火风L原著|干涸地·第二集,86725
35,吞海 第一季,52605876,539504,D2,54,17,45925,28953,63.04%,5.37%,原创配乐·破晓,29187
36,传闻,133151,8652,D2,9,0,414,0,0.00%,0.00%,✧第二集,95625
37,你的距离,91389711,941317,D2,70,27,78851,56578,71.75%,6.01%,完结FT·主创版,31552
38,炽火难熄 全一季,454507,21782,D2,18,6,1681,803,47.77%,3.69%,第八集 · 夜店,94917
39,我在无限游戏里封神 第一季,75296919,1006626,D2,64,14,77858,43620,56.03%,4.33%,线下漫展VLOG,52347
40,娑婆,2071326,39322,D2,32,21,3904,1291,33.07%,3.28%,第十八集,93178
41,一颗苹果,14157520,167703,C,82,35,13925,6184,44.41%,3.69%,完结FT · 谢谢光临,90818
42,清白之年,605822,15444,D2,24,4,1443,406,28.14%,2.63%,第九集·Life in a Love,94838
43,重生之将门毒后 第二季,42833097,387705,D2,83,26,50959,34348,67.40%,8.86%,破亿福利·白噪音·花灯,52293
44,我喜欢你的信息素 第二季,77102160,852371,D2,43,26,59015,49764,84.32%,5.84%,国风版·星衍,58218
45,我在无限游戏里封神 第二季（下）,21489357,259106,D2,55,14,28416,24290,85.48%,9.37%,花絮06,76557
46,再世权臣 第一季,22455949,264328,D2,79,17,24210,11429,47.21%,4.32%,花絮07,71321
47,降水概率百分百,2221585,31134,D2,45,18,3121,1843,59.05%,5.92%,完结彩蛋 ♡ 晴天娃娃,93005
48,吞海 第二季,33241550,276667,D2,56,19,26546,24748,93.23%,8.95%,新年祝福,67085
49,某某 第二季,66913461,835853,D2,67,39,68666,51389,74.84%,6.15%,破亿纪念·《正年少》,58220
50,将进酒 第二季,73221519,816731,D2,45,22,67573,61389,90.85%,7.52%,第二季完结FT,30383
