排名,剧名,播放量,订阅数,宣发策略,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
24,我在无限游戏里封神 第三季,24386355,221652,D2,91,21,30506,22761,74.61%,10.27%,破亿纪念单曲·神明所遗落的,81851
25,魔道祖师 第一季,260615195,2286827,D2,39,22,97105,64604,66.53%,2.83%,主创FT<下>,15861
26,江医生 第一季,17274724,239038,D2,49,27,23257,14247,61.26%,5.96%,千万播放福利第四弹·小剧场·猫,81852
27,魔道祖师 第二季,171828072,1423734,D2,41,37,88921,81664,91.84%,5.74%,主役FT（下）,19059
28,台风眼 第二季,30042618,164192,D2,50,32,14376,13308,92.57%,8.11%,完结 FT,68664
29,台风眼 第一季,36106801,310459,D2,53,20,22310,13937,62.47%,4.49%,千万福利·富士山在等一片云,52404
30,我喜欢你的信息素 第一季,101116961,1522314,D2,48,21,72082,44671,61.97%,2.93%,四千万福利,58217
31,某某 第一季,98964557,1728193,D2,43,28,76935,45040,58.54%,2.61%,伴奏|《梧桐说》,58219
32,江医生 第二季,8603243,123658,D2,44,36,13878,12919,93.09%,10.45%,主役版·绝对,85256
33,我在无限游戏里封神 第一季,75116622,1005196,D2,64,14,77820,43586,56.01%,4.34%,线下漫展VLOG,52347
34,吞海 第一季,52451873,538424,D2,54,17,45854,28900,63.03%,5.37%,原创配乐·破晓,29187
35,我在无限游戏里封神 第二季（下）,21398707,258419,D2,55,14,28362,24244,85.48%,9.38%,花絮06,76557
36,触礁,381199,13236,D2,18,6,1359,940,69.17%,7.10%,✰花絮·03✰,95034
37,降水概率百分百,2122508,30352,D2,45,18,3044,1778,58.41%,5.86%,完结彩蛋 ♡ 晴天娃娃,93005
38,我喜欢你的信息素 第二季,77003898,851693,D2,43,26,59039,49799,84.35%,5.85%,国风版·星衍,58218
39,你的距离,91247115,940535,D2,70,27,78817,56554,71.75%,6.01%,完结FT·主创版,31552
40,将进酒 第一季,106837215,1449083,D2,59,16,78389,53354,68.06%,3.68%,完结FT,25944
41,一颗苹果,14076082,166654,C,82,35,13835,6141,44.39%,3.68%,完结FT · 谢谢光临,90818
42,重生之将门毒后 第二季,42700813,387027,D2,83,26,50889,34296,67.39%,8.86%,破亿福利·白噪音·花灯,52293
43,清白之年,549732,15057,D2,22,3,1377,319,23.17%,2.12%,第八集·一颗开花的树,94838
44,某某 第二季,66842855,835286,D2,67,39,68646,51375,74.84%,6.15%,破亿纪念·《正年少》,58220
45,吞海 第二季,33130923,275991,D2,56,19,26490,24691,93.21%,8.95%,新年祝福,67085
46,娑婆,1937690,38603,D2,31,20,3822,1226,32.08%,3.18%,主题曲·观音火,93178
47,我在无限游戏里封神 第二季（上）,20920712,335394,D2,42,11,34467,29850,86.60%,8.90%,花絮06,71605
48,伪装学渣 第一季,103735725,1955100,D2,30,17,80082,47032,58.73%,2.41%,千万福利·“叫妈妈”,58262
49,难言之欲,264718,10828,D2,10,3,831,417,50.18%,3.85%,花絮·壹,94857
50,吞海 第三季（上）,22941047,221071,D2,38,16,18924,17742,93.75%,8.03%,OST·04 此地埋名,73221
