排名,剧名,播放量,订阅数,总集数,付费集数,宣发策略,最新更新,剧集ID
38,天官赐福 第二季,74181738,364040,61,43,D2,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
39,不想了,9937298,115341,93,66,D2,500W福利·主役版主题曲《同谋》,70445
40,全球高考 第一季（全新版）,22103006,378153,37,11,D2,— 「全季完结FT」—,60289
41,尾钩,483420,19106,19,7,D2,第14集 · 低回,95503
42,江医生 第一季,17241554,238832,49,27,D2,千万播放福利第四弹·小剧场·猫,81852
43,二哈和他的白猫师尊,16758985,107565,669,603,D2,完结FT,81979
44,红白囍 第一季,7604059,116101,46,13,D2,花絮03,81597
45,迪奥先生 第一季,79807385,1079524,30,15,D2,王氏破产 铃声,23329
46,虚拟偶像团综丨《NEW DAYS（一起又出发）》,31999229,115632,95,0,B,许向安&许向宁生日小剧场·那片山那片海,84529
47,魔道祖师 第三季,297822341,1548319,66,56,D2,传讯符·忘羡,22602
48,再世权臣 第一季,22268566,262612,79,17,D2,花絮07,71321
49,满城衣冠 全一季,2580799,55695,33,9,D2,白噪音 · 苏苏念经,90878
50,FOG[电竞] 第一季,71510035,769473,39,14,D2,2000W福利·whisper伴奏抒情版,29122
51,虚拟偶像团综丨《一起再出发》,93626518,255195,179,0,B,中秋特辑·清道夫,58225
52,针锋对决,38277925,940873,19,0,B,完结FT  互动问答,19249
53,判官 第一季,38922270,657297,45,21,D2,听剧reaction,37773
54,奇洛李维斯回信 番外篇,1220582,75327,3,2,D2,番外 ·  庆生宴,93420
55,交易沦陷,30206883,178890,138,99,D2,特别福利·星空沦陷,54171
56,虚拟偶像团综丨《LASER出道日》,84168305,682905,89,0,B,专业小课堂：电子竞技运动与管理专业,28989
57,唇枪 上季,398738,22266,1,0,B,织音发布会纯享PV,94802
58,你的距离,91206303,940289,70,27,D2,完结FT·主创版,31552
59,我在无限游戏里封神 第三季,24343047,221416,91,21,D2,破亿纪念单曲·神明所遗落的,81851
60,这题超纲了 第一季,21242038,500794,44,17,D2,【回放】《这题超纲了》M星直播,41369
61,重生之将门毒后 第二季,42662418,386781,83,26,D2,破亿福利·白噪音·花灯,52293
62,吞海 第一季,52405487,538134,54,17,D2,原创配乐·破晓,29187
63,如果月亮不抱你,84027727,1194674,24,0,B,全网2000万福利突击采访,25485
64,南方海啸,25318558,174414,102,68,D2,花絮⑤,85492
65,于是麦麦决定离家出走,6121336,114135,53,33,D2,七夕小剧场✦小天使,86179
66,魔道祖师 第二季,171787694,1423472,41,37,D2,主役FT（下）,19059
67,虚拟偶像综艺 |《VANITY FAIR（名利场）》,28957492,130595,71,0,B,梦系列小剧场06·白日,78684
68,封建糟粕,16216328,156847,143,110,D2,充电·李叔堂,87589
69,酸梅,4268934,260168,4,0,B,第二期,51020
70,去你的岛,607038,20249,26,13,D2,番外,77026
71,别来无恙 第一季,23467621,459447,48,22,D2,1000W福利•《满心》（合唱版）,37937
72,欢迎进入梦魇直播间 第一季,24156194,199219,62,20,D2,完结FT,75856
73,夫人你马甲又掉了 第一季,65358639,1026704,25,0,B,小剧场3,32574
74,虚拟偶像综艺丨《险象环声》,84681958,439764,138,0,B,三千万福利·偶像问答,38165
75,我在无限游戏里封神 第二季（下）,21367052,258168,55,14,D2,花絮06,76557
76,我喜欢你的信息素 第二季,76973932,851450,43,26,D2,国风版·星衍,58218
77,君有疾否 第一季,27347285,468826,67,56,D2,苏世誉 ✦ 第一季启动音,34592
78,破云 第一季,59531214,1105956,20,15,D2,圣诞特辑,59047
79,坠落,11693053,185670,59,22,D2,番外二·新生,76041
80,AWM 第一季,86198505,1258288,43,20,D2,第十四集·烙印,20284
81,撒野 第一季,88614773,1844767,36,8,D2,千万播放纪念,58443
82,FOG[电竞]第二季,58964832,437725,50,28,D2,破亿特别直播回放,39588
83,逐玉 第一季,4684114,74794,43,14,D2,原创配乐 · 凶夜,89245
84,等风热吻你,16874055,314932,56,18,D2,插曲《约定》,52292
85,嫡谋·第一季,389436,9967,17,8,D2,第十集·「姻局初布」,94462
86,难言之欲,249150,10672,9,3,D2,E4,94857
87,我在无限游戏里封神 第二季（上）,20899466,335167,42,11,D2,花絮06,71605
88,虚拟偶像团综丨《FINE DAY》,35414636,254968,41,0,B,虚拟偶像，但开团会,50725
89,营业悖论 第一季,48432701,662538,50,13,D2,中秋特别语音,36817
90,台风眼 第二季,30015975,163952,50,32,D2,完结 FT,68664
91,失忆后死对头成了我男朋友？,5534458,104337,48,20,D2,花絮15·恢复,86693
92,全球高考 第二季,40358345,551727,40,15,D2,—原创配乐「警告声中接吻」—,39622
93,我嗑了对家X我的CP,58698997,899984,48,29,D2,完结FT,21102
94,沉醉不醒,4243767,57659,50,31,D2,დ400万福利剧场·桑拿,86740
95,提灯看刺刀 上季,14965654,244116,32,8,D2,花絮·韩楚,77771
96,杀破狼 第一季,51154015,1018397,16,11,D2,第一季完结花絮,9888
97,悬日 上季,12014790,156034,52,18,D2,ଫ苏洄生日福利,88192
98,放学后别来我办公室 全一季,656707,19142,13,1,D2,第四课「好想退休」,86868
99,落池,68723575,1352547,15,0,B,落池·番外,22032
100,小蘑菇 第二季,52031841,506347,51,34,D2,破亿电话·双人,39605
