排名,剧名,播放量,订阅数,宣发策略,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
37,你的距离,91347822,941073,D2,70,27,78839,56574,71.76%,6.01%,完结FT·主创版,31552
38,娑婆,2042644,39187,D2,32,21,3884,1264,32.54%,3.23%,第十八集,93178
39,降水概率百分百,2193276,30971,D2,45,18,3101,1824,58.82%,5.89%,完结彩蛋 ♡ 晴天娃娃,93005
40,我在无限游戏里封神 第二季（下）,21463109,258898,D2,55,14,28402,24277,85.48%,9.38%,花絮06,76557
41,一颗苹果,14133219,167387,C,82,35,13899,6168,44.38%,3.68%,完结FT · 谢谢光临,90818
42,重生之将门毒后 第二季,42794775,387531,D2,83,26,50940,34332,67.40%,8.86%,破亿福利·白噪音·花灯,52293
43,我喜欢你的信息素 第二季,77072815,852180,D2,43,26,59009,49760,84.33%,5.84%,国风版·星衍,58218
44,干涸地,2270814,95089,D2,4,1,1334,48,3.60%,0.05%,火风L原著|干涸地·第二集,86725
45,清白之年,583421,15305,D2,24,4,1424,377,26.47%,2.46%,第九集·Life in a Love,94838
46,传闻,105692,8038,D2,8,0,353,0,0.00%,0.00%,✧主役采访 · 上期,95625
47,吞海 第二季,33208600,276439,D2,56,19,26531,24733,93.22%,8.95%,新年祝福,67085
48,某某 第二季,66892156,835669,D2,67,39,68657,51382,74.84%,6.15%,破亿纪念·《正年少》,58220
49,吞海 第三季（上）,22995411,221469,D2,38,16,18964,17781,93.76%,8.03%,OST·04 此地埋名,73221
50,将进酒 第二季,73183062,816576,D2,45,22,67562,61380,90.85%,7.52%,第二季完结FT,30383
