排名,剧名,播放量,订阅数,宣发策略,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
21,我在无限游戏里封神 第三季,24317038,221257,D2,91,21,30465,22725,74.59%,10.27%,破亿纪念单曲·神明所遗落的,81851
22,放学等我 第二季,32059564,453354,D2,42,16,44385,33884,76.34%,7.47%,番外·恋爱纪念日,68837
23,魔道祖师 第三季,297777859,1548197,D2,66,56,97529,89835,92.11%,5.80%,传讯符·忘羡,22602
24,魔道祖师 第一季,260507623,2285892,D2,39,22,97085,64587,66.53%,2.83%,主创FT<下>,15861
25,江医生 第一季,17218473,238663,D2,49,27,23230,14219,61.21%,5.96%,千万播放福利第四弹·小剧场·猫,81852
26,台风眼 第二季,29995965,163800,D2,50,32,14354,13286,92.56%,8.11%,完结 FT,68664
27,魔道祖师 第二季,171759303,1423347,D2,41,37,88911,81651,91.83%,5.74%,主役FT（下）,19059
28,台风眼 第一季,36050689,309795,D2,53,20,22263,13905,62.46%,4.49%,千万福利·富士山在等一片云,52404
29,恒星时刻 第一季,463751,54734,D2,2,0,6845,0,0.00%,0.00%,预告 · sternstunde,94789
30,我喜欢你的信息素 第一季,101049157,1521684,D2,48,21,72066,44669,61.98%,2.94%,四千万福利,58217
31,我在无限游戏里封神 第一季,75026520,1004481,D2,64,14,77766,43553,56.01%,4.34%,线下漫展VLOG,52347
32,触礁,336305,12936,D2,18,6,1335,917,68.69%,7.09%,✰花絮·03✰,95034
33,江医生 第二季,8564871,123402,D2,44,36,13846,12888,93.08%,10.44%,主役版·绝对,85256
34,某某 第一季,98902401,1727575,D2,43,28,76950,45043,58.54%,2.61%,伴奏|《梧桐说》,58219
35,我在无限游戏里封神 第二季（下）,21350048,258030,D2,55,14,28329,24215,85.48%,9.38%,花絮06,76557
36,吞海 第一季,52373611,537920,D2,54,17,45811,28859,63.00%,5.36%,原创配乐·破晓,29187
37,降水概率百分百,2059045,29255,D2,43,17,2994,1751,58.48%,5.99%,200W语音 ♡ 肌肉测评,93005
38,我喜欢你的信息素 第二季,76954610,851318,D2,43,26,59026,49791,84.35%,5.85%,国风版·星衍,58218
39,难言之欲,232367,10379,D2,8,2,768,361,47.01%,3.48%,20万福利音,94857
40,一颗苹果,14036381,166175,C,82,35,13785,6107,44.30%,3.68%,完结FT · 谢谢光临,90818
41,重生之将门毒后 第二季,42636929,386636,D2,83,26,50870,34277,67.38%,8.87%,破亿福利·白噪音·花灯,52293
42,将进酒 第一季,106757621,1448438,D2,59,16,78390,53344,68.05%,3.68%,完结FT,25944
43,我在无限游戏里封神 第二季（上）,20886182,335043,D2,42,11,34443,29828,86.60%,8.90%,花絮06,71605
44,伪装学渣 第一季,103688183,1954495,D2,30,17,80110,47042,58.72%,2.41%,千万福利·“叫妈妈”,58262
45,某某 第二季,66807140,834976,D2,67,39,68640,51372,74.84%,6.15%,破亿纪念·《正年少》,58220
46,你的距离,91176262,940088,D2,70,27,78816,56542,71.74%,6.01%,完结FT·主创版,31552
47,清白之年,522994,14760,D2,20,1,1338,257,19.21%,1.74%,第七集·与子成说,94838
48,吞海 第二季,33075996,275657,D2,56,19,26448,24649,93.20%,8.94%,新年祝福,67085
49,失忆后死对头成了我男朋友？,5519444,104135,D2,48,20,7092,4839,68.23%,4.65%,花絮15·恢复,86693
50,洄天 第一季,28405899,247936,D2,65,14,23576,11402,48.36%,4.60%,完结语音 · 高能量S级监护人的一天,86815
