排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
24,于是麦麦决定离家出走,5307754,103711,49,31,9127,5584,61.18%,5.38%,花絮10,86179
25,我在无限游戏里封神 第一季,72390527,980503,64,14,76951,43166,56.10%,4.40%,线下漫展VLOG,52347
26,太傅他人人喊打 第二季,3291078,41722,32,18,3402,2326,68.37%,5.57%,番外1·《汶阳篇》,86723
27,一颗苹果,12765654,147861,80,34,12089,5230,43.26%,3.54%,启动音试听 · 谢青寄,90818
28,我在无限游戏里封神 第二季（下）,20031086,246227,55,14,27072,23081,85.26%,9.37%,花絮06,76557
29,燎原,37457337,388486,43,34,39099,29762,76.12%,7.66%,FT,63688
30,魔道祖师 第三季,295764400,1539273,66,56,97554,89947,92.20%,5.84%,传讯符·忘羡,22602
31,吞海 第二季,32054739,267241,56,19,25639,23871,93.10%,8.93%,新年祝福,67085
32,魔道祖师 第一季,258289957,2260829,39,22,96934,64546,66.59%,2.85%,主创FT<下>,15861
33,将进酒 第一季,105235480,1431675,59,16,78289,53379,68.18%,3.73%,完结FT,25944
34,某某 第一季,97537754,1707289,43,28,77386,45113,58.30%,2.64%,伴奏|《梧桐说》,58219
35,愚蠢的有钱人,915033,22213,67,52,1891,945,49.97%,4.25%,【花絮4】,93113
36,偷风不偷月 上季,8308370,129799,41,18,10531,5890,55.93%,4.54%,300w福利·楚识琛（沈若臻）·风月语录,71389
37,我在无限游戏里封神 第二季（上）,19971721,323646,42,11,33366,28894,86.60%,8.93%,花絮06,71605
38,吞海 第三季（上）,22165712,213146,38,16,18174,17017,93.63%,7.98%,OST·04 此地埋名,73221
39,失忆后死对头成了我男朋友？,4882941,97478,44,20,6413,4318,67.33%,4.43%,花絮·陆云笙,86693
40,陈年烈苟 第二季,15839584,123585,57,31,13984,13184,94.28%,10.67%,520限定 ✦ 主役版主题曲 《世界在他心头亮遍了角落》,73251
41,奇洛李维斯回信 番外篇,781383,54064,3,2,4133,3291,79.63%,6.09%,番外 ·  庆生宴,93420
42,魔道祖师 第二季,170493873,1414464,41,37,88806,81533,91.81%,5.76%,主役FT（下）,19059
43,我喜欢你的信息素 第一季,99360860,1501147,48,21,72354,45036,62.24%,3.00%,四千万福利,58217
44,吞海 第三季（下）,19129722,189227,51,18,18628,16876,90.59%,8.92%,破亿纪念•抒情主役版「晓」,76879
45,台风眼 第二季,29092546,153813,50,32,13489,12454,92.33%,8.10%,完结 FT,68664
46,台风眼 第一季,34680283,292465,53,20,20734,13108,63.22%,4.48%,千万福利·富士山在等一片云,52404
47,陈年烈苟 第一季,28422174,224543,62,21,20809,14250,68.48%,6.35%,《陈年烈苟》第一季 ✦ 陶淮南启动音,61128
48,江医生 第一季,16000563,228306,49,27,22226,13409,60.33%,5.87%,千万播放福利第四弹·小剧场·猫,81852
49,伪装学渣 第一季,102359208,1931456,30,17,79845,46907,58.75%,2.43%,千万福利·“叫妈妈”,58262
50,偷风不偷月 下季,3696302,63882,35,17,4658,4386,94.16%,6.87%,100W福利·白噪音,77591
