排名,剧名,播放量,订阅数,宣发策略,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
30,江医生 第二季,8686699,124190,D2,44,36,13951,12990,93.11%,10.46%,主役版·绝对,85256
31,某某 第一季,99100058,1729449,D2,43,28,76980,45073,58.55%,2.61%,伴奏|《梧桐说》,58219
32,将进酒 第一季,107037627,1450592,D2,59,16,78389,53369,68.08%,3.68%,完结FT,25944
33,干涸地,2291296,95366,D2,4,1,1352,58,4.29%,0.06%,火风L原著|干涸地·第二集,86725
34,吞海 第一季,52621703,539574,D2,54,17,45934,28958,63.04%,5.37%,原创配乐·破晓,29187
35,我喜欢你的信息素 第一季,101271732,1523629,D2,48,21,72120,44687,61.96%,2.93%,四千万福利,58217
36,传闻,140466,8752,D2,10,0,423,0,0.00%,0.00%,✧主役采访 · 下期,95625
37,炽火难熄 全一季,458202,21866,D2,18,6,1682,804,47.80%,3.68%,第八集 · 夜店,94917
38,我在无限游戏里封神 第一季,75315064,1006794,D2,64,14,77858,43624,56.03%,4.33%,线下漫展VLOG,52347
39,娑婆,2083578,39375,D2,33,22,3909,1296,33.15%,3.29%,第十九集,93178
40,你的距离,91402719,941398,D2,70,27,78854,56582,71.76%,6.01%,完结FT·主创版,31552
41,一颗苹果,14166690,167837,C,82,35,13934,6191,44.43%,3.69%,完结FT · 谢谢光临,90818
42,再世权臣 第一季,22478190,264518,D2,79,17,24226,11439,47.22%,4.32%,花絮07,71321
43,重生之将门毒后 第二季,42846482,387784,D2,83,26,50962,34350,67.40%,8.86%,破亿福利·白噪音·花灯,52293
44,清白之年,613955,15483,D2,24,4,1449,410,28.30%,2.65%,第九集·Life in a Love,94838
45,我喜欢你的信息素 第二季,77111973,852438,D2,43,26,59013,49760,84.32%,5.84%,国风版·星衍,58218
46,我在无限游戏里封神 第二季（下）,21498466,259192,D2,55,14,28421,24294,85.48%,9.37%,花絮06,76557
47,沙子，时间，雨树,111371,7662,D2,6,0,710,0,0.00%,0.00%,第1集✧˖如果你的眼睛，不是月亮的颜色,94825
48,将进酒 第二季,73234428,816787,D2,45,22,67572,61388,90.85%,7.52%,第二季完结FT,30383
49,吞海 第二季,33252770,276721,D2,56,19,26552,24754,93.23%,8.95%,新年祝福,67085
50,某某 第二季,66920449,835912,D2,67,39,68668,51391,74.84%,6.15%,破亿纪念·《正年少》,58220
