排名,剧名,播放量,订阅数,总集数,付费集数,宣发策略,最新更新,剧集ID
83,逐玉 第一季,4691955,74870,43,14,D2,原创配乐 · 凶夜,89245
84,FOG[电竞]第二季,59003887,437833,50,28,D2,破亿特别直播回放,39588
85,第二十八年春,10900228,384608,13,0,B,第四期,26751
86,AWM 第一季,86216296,1258461,43,20,D2,第十四集·烙印,20284
87,营业悖论 第一季,48447994,662696,50,13,D2,中秋特别语音,36817
88,放学后别来我办公室 全一季,675022,19316,14,2,D2,小剧场「大扫除」,86868
89,杀破狼 第一季,51168999,1018646,16,11,D2,第一季完结花絮,9888
90,我在无限游戏里封神 第二季（上）,20920834,335394,42,11,D2,花絮06,71605
91,台风眼 第二季,30042842,164192,50,32,D2,完结 FT,68664
92,提灯看刺刀 上季,14983490,244272,32,8,D2,花絮·韩楚,77771
93,落池,68737822,1352728,15,0,B,落池·番外,22032
94,恃宠 全一季,11586114,139144,67,26,D2,500w播放纪念· 谢砚礼 会议闲暇,76670
95,虚拟偶像团综丨《FINE DAY》,35435042,255044,41,0,B,虚拟偶像，但开团会,50725
96,我嗑了对家X我的CP,58718541,900129,48,29,D2,完结FT,21102
97,全球高考 第二季,40385703,551883,40,15,D2,—原创配乐「警告声中接吻」—,39622
98,悬日 上季,12028789,156186,52,18,D2,ଫ苏洄生日福利,88192
99,失忆后死对头成了我男朋友？,5553978,104551,48,20,D2,花絮15·恢复,86693
100,偏偏宠爱,17919802,367743,49,13,D2,四百万语音·江忍,52353
