排名,剧名,播放量,订阅数,总集数,付费集数,宣发策略,最新更新,剧集ID
47,二哈和他的白猫师尊,16917378,108177,669,603,D2,完结FT,81979
48,满城衣冠 全一季,2766709,57000,36,11,D2,第12集 · 绑架,90878
49,虚拟偶像团综丨《NEW DAYS（一起又出发）》,32194577,116076,95,0,B,许向安&许向宁生日小剧场·那片山那片海,84529
50,你的距离,91348218,941075,70,27,D2,完结FT·主创版,31552
51,FOG[电竞] 第一季,71638021,770068,39,14,D2,2000W福利·whisper伴奏抒情版,29122
52,虚拟偶像团综丨《一起再出发》,93849447,255597,179,0,B,中秋特辑·清道夫,58225
53,交易沦陷,30438005,179495,138,99,D2,特别福利·星空沦陷,54171
54,重生之将门毒后 第二季,42795050,387531,83,26,D2,破亿福利·白噪音·花灯,52293
55,吞海 第一季,52561859,539193,54,17,D2,原创配乐·破晓,29187
56,迪奥先生 第一季,79860434,1079929,30,15,D2,王氏破产 铃声,23329
57,虚拟偶像团综丨《LASER出道日》,84274979,683493,89,0,B,专业小课堂：电子竞技运动与管理专业,28989
58,奇洛李维斯回信 番外篇,1249733,76562,3,2,D2,番外 ·  庆生宴,93420
59,判官 第一季,39004419,657965,45,21,D2,听剧reaction,37773
60,我在无限游戏里封神 第三季,24483905,222156,91,21,D2,破亿纪念单曲·神明所遗落的,81851
61,针锋对决,38328909,941630,19,0,B,完结FT  互动问答,19249
62,南方海啸,25523997,175065,102,68,D2,花絮⑤,85492
63,这题超纲了 第一季,21304171,501501,44,17,D2,【回放】《这题超纲了》M星直播,41369
64,夫人你马甲又掉了 第一季,65462419,1027467,25,0,B,小剧场3,32574
65,酸梅,4292104,260850,4,0,B,第二期,51020
66,于是麦麦决定离家出走,6175529,114760,53,33,D2,七夕小剧场✦小天使,86179
67,魔道祖师 第二季,171922938,1424208,41,37,D2,主役FT（下）,19059
68,唇枪 上季,460357,23529,1,0,B,织音发布会纯享PV,94802
69,第二十八年春,10926628,385036,13,0,B,第四期,26751
70,坠落,11750841,186408,59,22,D2,番外二·新生,76041
71,封建糟粕,16287338,157551,143,110,D2,充电·李叔堂,87589
72,撒野 第一季,88667115,1845831,36,8,D2,千万播放纪念,58443
73,等风热吻你,16924265,315599,56,18,D2,插曲《约定》,52292
74,虚拟偶像综艺 |《VANITY FAIR（名利场）》,29047165,130942,71,0,B,梦系列小剧场06·白日,78684
75,别来无恙 第一季,23523090,460033,48,22,D2,1000W福利•《满心》（合唱版）,37937
76,我喜欢你的信息素 第二季,77073081,852180,43,26,D2,国风版·星衍,58218
77,恃宠 全一季,11638672,139529,67,26,D2,500w播放纪念· 谢砚礼 会议闲暇,76670
78,逐玉 第一季,4709258,75037,43,14,D2,原创配乐 · 凶夜,89245
79,君有疾否 第一季,27407237,469475,67,56,D2,苏世誉 ✦ 第一季启动音,34592
80,虚拟偶像综艺丨《险象环声》,84800049,440089,138,0,B,三千万福利·偶像问答,38165
81,FOG[电竞]第二季,59097717,438074,50,28,D2,破亿特别直播回放,39588
82,破云 第一季,59587888,1106788,20,15,D2,圣诞特辑,59047
83,欢迎进入梦魇直播间 第一季,24226052,199746,62,20,D2,完结FT,75856
84,我在无限游戏里封神 第二季（下）,21463303,258898,55,14,D2,花絮06,76557
85,营业悖论 第一季,48483997,662987,50,13,D2,中秋特别语音,36817
86,是心跳说谎 全一季,111639,6543,6,0,D2,第二集,95516
87,乘鸾 第一季,124071,5005,12,2,D2,第五集·命运的岔路口,94849
88,嫡谋·第一季,419252,10437,19,10,D2,第十二集· 「寺中初弈」,94462
89,落池,68770397,1353107,15,0,B,落池·番外,22032
90,台风眼 第二季,30110133,164721,50,32,D2,完结 FT,68664
91,告白 第一季,21619730,373478,54,12,D2,1000w福利·早安·周京泽,59041
92,失忆后死对头成了我男朋友？,5603849,105143,48,20,D2,花絮15·恢复,86693
93,杀破狼 第一季,51203676,1019074,16,11,D2,第一季完结花絮,9888
94,将进酒 第二季,73183490,816576,45,22,D2,第二季完结FT,30383
95,娑婆,2042932,39188,32,21,D2,第十八集,93178
96,提灯看刺刀 上季,15028760,244601,32,8,D2,花絮·韩楚,77771
97,AWM 第一季,86258282,1258795,43,20,D2,第十四集·烙印,20284
98,秉性下等,26388160,209474,99,35,D2,两千万福利·时间的情书,64528
99,偏偏宠爱,17960043,368091,49,13,D2,四百万语音·江忍,52353
100,悬日 上季,12063028,156579,52,18,D2,ଫ苏洄生日福利,88192
