排名,剧名,播放量,订阅数,总集数,付费集数,宣发策略,最新更新,剧集ID
71,夫人你马甲又掉了 第一季,65369014,1026801,25,0,B,小剧场3,32574
72,别来无恙 第一季,23473203,459502,48,22,D2,1000W福利•《满心》（合唱版）,37937
73,欢迎进入梦魇直播间 第一季,24162418,199287,62,20,D2,完结FT,75856
74,我喜欢你的信息素 第二季,76983894,851523,43,26,D2,国风版·星衍,58218
75,君有疾否 第一季,27353548,468886,67,56,D2,苏世誉 ✦ 第一季启动音,34592
76,虚拟偶像综艺丨《险象环声》,84692940,439778,138,0,B,三千万福利·偶像问答,38165
77,我在无限游戏里封神 第二季（下）,21376261,258234,55,14,D2,花絮06,76557
78,坠落,11698923,185747,59,22,D2,番外二·新生,76041
79,破云 第一季,59536687,1106047,20,15,D2,圣诞特辑,59047
80,撒野 第一季,88619548,1844893,36,8,D2,千万播放纪念,58443
81,逐玉 第一季,4687035,74815,43,14,D2,原创配乐 · 凶夜,89245
82,AWM 第一季,86204618,1258338,43,20,D2,第十四集·烙印,20284
83,FOG[电竞]第二季,58977462,437745,50,28,D2,破亿特别直播回放,39588
84,等风热吻你,16879380,315003,56,18,D2,插曲《约定》,52292
85,嫡谋·第一季,391540,9987,17,8,D2,第十集·「姻局初布」,94462
86,我在无限游戏里封神 第二季（上）,20906290,335239,42,11,D2,花絮06,71605
87,营业悖论 第一季,48437645,662567,50,13,D2,中秋特别语音,36817
88,虚拟偶像团综丨《FINE DAY》,35419555,254988,41,0,B,虚拟偶像，但开团会,50725
89,台风眼 第二季,30024707,164027,50,32,D2,完结 FT,68664
90,放学后别来我办公室 全一季,664741,19199,14,2,D2,小剧场「大扫除」,86868
91,难言之欲,253441,10738,9,3,D2,E4,94857
92,第二十八年春,10891688,384454,13,0,B,第四期,26751
93,提灯看刺刀 上季,14971788,244160,32,8,D2,花絮·韩楚,77771
94,杀破狼 第一季,51158800,1018481,16,11,D2,第一季完结花絮,9888
95,失忆后死对头成了我男朋友？,5541366,104401,48,20,D2,花絮15·恢复,86693
96,我嗑了对家X我的CP,58705192,900026,48,29,D2,完结FT,21102
97,全球高考 第二季,40367992,551764,40,15,D2,—原创配乐「警告声中接吻」—,39622
98,悬日 上季,12018993,156081,52,18,D2,ଫ苏洄生日福利,88192
99,落池,68728550,1352599,15,0,B,落池·番外,22032
100,沉醉不醒,4249753,57694,50,31,D2,დ400万福利剧场·桑拿,86740
